"","Spec","x","Ed","Gender","Race","b","se","r2","ll","ul","id"
"1","init","init","init","init","init",0,0,0,0,0,"init_init_init_init_init"
"2","RaisedWith2Adults","one","Ed_Grad_Hs","All","All",305.844256995909,84.9480508770796,0.999972395269095,139.346077276833,472.342436714985,"RaisedWith2Adults_one_Ed_Grad_Hs_All_All"
"3","RaisedWith2Adults","cohort","Ed_Grad_Hs","All","All",-0.308389558597769,0.0857250427679776,0.999972395269095,-0.476410642423005,-0.140368474772533,"RaisedWith2Adults_cohort_Ed_Grad_Hs_All_All"
"4","RaisedWith2Adults","cohort2","Ed_Grad_Hs","All","All",7.80130925187054e-05,2.16557104000821e-05,0.999972395269095,3.55679001345444e-05,0.000120458284902866,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_All_All"
"5","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","All","All",-0.218235439148653,0.136038603935654,0.999972395269095,-0.484871102862535,0.0484002245652277,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_All_All"
"6","RaisedWith2Adults","one","Ed_Grad_Hs","All","WhiteNonH",11.0773556302583,87.0039326715426,0.999972870356011,-159.450352405965,181.605063666482,"RaisedWith2Adults_one_Ed_Grad_Hs_All_WhiteNonH"
"7","RaisedWith2Adults","cohort","Ed_Grad_Hs","All","WhiteNonH",-0.0102497963375094,0.0878508169413533,0.999972870356011,-0.182437397542562,0.161937804867543,"RaisedWith2Adults_cohort_Ed_Grad_Hs_All_WhiteNonH"
"8","RaisedWith2Adults","cohort2","Ed_Grad_Hs","All","WhiteNonH",2.59269361930468e-06,2.22111283667435e-05,0.999972870356011,-4.09411179795127e-05,4.6126505218122e-05,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_All_WhiteNonH"
"9","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","All","WhiteNonH",-0.0124599541514723,0.160263280671002,0.999972870356011,-0.326575984266636,0.301656075963692,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_All_WhiteNonH"
"10","RaisedWith2Adults","one","Ed_Grad_Hs","All","BlackNonH",-64.1035022171262,175.018340767547,0.999792440525705,-407.139450121518,278.932445687266,"RaisedWith2Adults_one_Ed_Grad_Hs_All_BlackNonH"
"11","RaisedWith2Adults","cohort","Ed_Grad_Hs","All","BlackNonH",0.0671093648483436,0.176501624477335,0.999792440525705,-0.278833819127234,0.413052548823921,"RaisedWith2Adults_cohort_Ed_Grad_Hs_All_BlackNonH"
"12","RaisedWith2Adults","cohort2","Ed_Grad_Hs","All","BlackNonH",-1.72745109827336e-05,4.45246080603723e-05,0.999792440525705,-0.000104542742781063,6.9993720815596e-05,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_All_BlackNonH"
"13","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","All","BlackNonH",-0.243447593399048,0.154903284318147,0.999792440525705,-0.547058030662616,0.0601628438645206,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_All_BlackNonH"
"14","RaisedWith2Adults","one","Ed_Grad_Hs","All","Hisp",1267.94619754785,249.071375053886,0.999288190270242,779.766302442234,1756.12609265347,"RaisedWith2Adults_one_Ed_Grad_Hs_All_Hisp"
"15","RaisedWith2Adults","cohort","Ed_Grad_Hs","All","Hisp",-1.28718608999618,0.25180195966999,0.999288190270242,-1.78071793094936,-0.793654249042997,"RaisedWith2Adults_cohort_Ed_Grad_Hs_All_Hisp"
"16","RaisedWith2Adults","cohort2","Ed_Grad_Hs","All","Hisp",0.000326909422532642,6.36786977305812e-05,0.999288190270242,0.000202099174980703,0.000451719670084581,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_All_Hisp"
"17","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","All","Hisp",-0.309603847283126,0.214599994400961,0.999288190270242,-0.730219836309008,0.111012141742757,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_All_Hisp"
"18","RaisedWith2Adults","one","Ed_Grad_Hs","Male","All",318.56968702023,102.114957361535,0.999958136995867,118.424370591622,518.715003448838,"RaisedWith2Adults_one_Ed_Grad_Hs_Male_All"
"19","RaisedWith2Adults","cohort","Ed_Grad_Hs","Male","All",-0.321072276747695,0.103039420977489,0.999958136995867,-0.523029541863574,-0.119115011631816,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Male_All"
"20","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Male","All",8.11661640637875e-05,2.60264312720528e-05,0.999958136995867,3.01543587705639e-05,0.000132177969357011,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Male_All"
"21","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Male","All",-0.203725788460585,0.159919117823621,0.999958136995867,-0.517167259394882,0.109715682473711,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Male_All"
"22","RaisedWith2Adults","one","Ed_Grad_Hs","Male","WhiteNonH",8.03154671515914,120.686349960328,0.999942972537567,-228.513699207084,244.576792637402,"RaisedWith2Adults_one_Ed_Grad_Hs_Male_WhiteNonH"
"23","RaisedWith2Adults","cohort","Ed_Grad_Hs","Male","WhiteNonH",-0.00716837822391749,0.121854639554222,0.999942972537567,-0.246003471750193,0.231666715302358,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Male_WhiteNonH"
"24","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Male","WhiteNonH",1.81205106031288e-06,3.08047165154434e-05,0.999942972537567,-5.85651933099563e-05,6.2189295430582e-05,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Male_WhiteNonH"
"25","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Male","WhiteNonH",-0.0155708834368224,0.21439083406428,0.999942972537567,-0.435776918202812,0.404635151329167,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Male_WhiteNonH"
"26","RaisedWith2Adults","one","Ed_Grad_Hs","Male","BlackNonH",3.09366138482636,173.293462545029,0.999708174434248,-336.561525203431,342.748847973084,"RaisedWith2Adults_one_Ed_Grad_Hs_Male_BlackNonH"
"27","RaisedWith2Adults","cohort","Ed_Grad_Hs","Male","BlackNonH",-8.42687322033575e-05,0.174839836235463,0.999708174434248,-0.34277034775371,0.342601810289304,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Male_BlackNonH"
"28","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Male","BlackNonH",-4.58694615286516e-07,4.41231073064719e-05,0.999708174434248,-8.69399849359714e-05,8.60225957053984e-05,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Male_BlackNonH"
"29","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Male","BlackNonH",-0.363491476947109,0.147025242250756,0.999708174434248,-0.651660951758591,-0.0753220021356277,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Male_BlackNonH"
"30","RaisedWith2Adults","one","Ed_Grad_Hs","Male","Hisp",1124.10280348354,283.610071696447,0.998926365228193,568.227062958505,1679.97854400858,"RaisedWith2Adults_one_Ed_Grad_Hs_Male_Hisp"
"31","RaisedWith2Adults","cohort","Ed_Grad_Hs","Male","Hisp",-1.1407672773005,0.286704811311721,0.998926365228193,-1.70270870747148,-0.578825847129531,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Male_Hisp"
"32","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Male","Hisp",0.000289614243635139,7.24976047988828e-05,0.998926365228193,0.000147518938229329,0.000431709549040949,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Male_Hisp"
"33","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Male","Hisp",-0.173384991313618,0.225328881423119,0.998926365228193,-0.615029598902932,0.268259616275695,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Male_Hisp"
"34","RaisedWith2Adults","one","Ed_Grad_Hs","Female","All",267.826060791894,114.913213033256,0.999932810637545,42.5961632467115,493.055958337076,"RaisedWith2Adults_one_Ed_Grad_Hs_Female_All"
"35","RaisedWith2Adults","cohort","Ed_Grad_Hs","Female","All",-0.270245987158461,0.116001345316534,0.999932810637545,-0.497608623978868,-0.0428833503380542,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Female_All"
"36","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Female","All",6.84406101145629e-05,2.93128036601934e-05,0.999932810637545,1.09875149405838e-05,0.000125893705288542,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Female_All"
"37","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Female","All",-0.178607349219944,0.184461159409892,0.999932810637545,-0.540151221663333,0.182936523223445,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Female_All"
"38","RaisedWith2Adults","one","Ed_Grad_Hs","Female","WhiteNonH",71.2635459678128,78.7573999238852,0.999967515818461,-83.1009578830022,225.628049818628,"RaisedWith2Adults_one_Ed_Grad_Hs_Female_WhiteNonH"
"39","RaisedWith2Adults","cohort","Ed_Grad_Hs","Female","WhiteNonH",-0.071039183304647,0.079552114189746,0.999967515818461,-0.226961327116549,0.0848829605072552,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Female_WhiteNonH"
"40","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Female","WhiteNonH",1.79679276312858e-05,2.01195025566328e-05,0.999967515818461,-2.14662973797146e-05,5.74021526422862e-05,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Female_WhiteNonH"
"41","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Female","WhiteNonH",-0.116355289672205,0.146170646152169,0.999967515818461,-0.402849756130457,0.170139176786047,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Female_WhiteNonH"
"42","RaisedWith2Adults","one","Ed_Grad_Hs","Female","BlackNonH",-223.87454795714,189.325765366093,0.999663953426108,-594.953048074681,147.203952160402,"RaisedWith2Adults_one_Ed_Grad_Hs_Female_BlackNonH"
"43","RaisedWith2Adults","cohort","Ed_Grad_Hs","Female","BlackNonH",0.227560113749869,0.191026620726993,0.999663953426108,-0.146852062875037,0.601972290374776,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Female_BlackNonH"
"44","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Female","BlackNonH",-5.75924826061207e-05,4.82111768136826e-05,0.999663953426108,-0.000152086389160939,3.69014239486971e-05,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Female_BlackNonH"
"45","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Female","BlackNonH",-0.034515401857345,0.161334375652241,0.999663953426108,-0.350730778135737,0.281699974421047,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Female_BlackNonH"
"46","RaisedWith2Adults","one","Ed_Grad_Hs","Female","Hisp",1121.67438886066,242.092920200712,0.998920397074646,647.172265267268,1596.17651245406,"RaisedWith2Adults_one_Ed_Grad_Hs_Female_Hisp"
"47","RaisedWith2Adults","cohort","Ed_Grad_Hs","Female","Hisp",-1.14068678105269,0.244968348966942,0.998920397074646,-1.62082474502789,-0.660548817077484,"RaisedWith2Adults_cohort_Ed_Grad_Hs_Female_Hisp"
"48","RaisedWith2Adults","cohort2","Ed_Grad_Hs","Female","Hisp",0.000290206919544337,6.1996039541899e-05,0.998920397074646,0.000168694682042215,0.000411719157046459,"RaisedWith2Adults_cohort2_Ed_Grad_Hs_Female_Hisp"
"49","RaisedWith2Adults","RaisedWith2Adults","Ed_Grad_Hs","Female","Hisp",-0.159597306998133,0.18401122842212,0.998920397074646,-0.520259314705487,0.201064700709222,"RaisedWith2Adults_RaisedWith2Adults_Ed_Grad_Hs_Female_Hisp"
"50","RaisedWith2Adults","one","Ed_SomeCollIf","All","All",259.367068721336,376.625393629674,0.999348177081933,-478.818702792826,997.552840235498,"RaisedWith2Adults_one_Ed_SomeCollIf_All_All"
"51","RaisedWith2Adults","cohort","Ed_SomeCollIf","All","All",-0.264365472681709,0.380412276923917,0.999348177081933,-1.00997353545259,0.481242590089169,"RaisedWith2Adults_cohort_Ed_SomeCollIf_All_All"
"52","RaisedWith2Adults","cohort2","Ed_SomeCollIf","All","All",6.75880714189085e-05,9.61723845172353e-05,0.999348177081933,-0.000120909802234873,0.00025608594507269,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_All_All"
"53","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","All","All",-0.240882224917858,0.54219375547789,0.999348177081933,-1.30358198565452,0.821817535818806,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_All_All"
"54","RaisedWith2Adults","one","Ed_SomeCollIf","All","WhiteNonH",-41.427191432473,473.817305927396,0.99891172893371,-970.109111050168,887.254728185223,"RaisedWith2Adults_one_Ed_SomeCollIf_All_WhiteNonH"
"55","RaisedWith2Adults","cohort","Ed_SomeCollIf","All","WhiteNonH",0.0391927599787379,0.478827149288306,0.99891172893371,-0.899308452626342,0.977693972583818,"RaisedWith2Adults_cohort_Ed_SomeCollIf_All_WhiteNonH"
"56","RaisedWith2Adults","cohort2","Ed_SomeCollIf","All","WhiteNonH",-9.06323129341459e-06,0.000121141495891175,0.99891172893371,-0.000246500563240118,0.000228374100653288,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_All_WhiteNonH"
"57","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","All","WhiteNonH",0.0822698382344361,0.788803061997984,0.99891172893371,-1.46378416328161,1.62832383975048,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_All_WhiteNonH"
"58","RaisedWith2Adults","one","Ed_SomeCollIf","All","BlackNonH",618.487854064385,321.111522719976,0.99902050868823,-10.8907304667674,1247.86643859554,"RaisedWith2Adults_one_Ed_SomeCollIf_All_BlackNonH"
"59","RaisedWith2Adults","cohort","Ed_SomeCollIf","All","BlackNonH",-0.629908862550743,0.324176510144009,0.99902050868823,-1.265294822433,0.00547709733151525,"RaisedWith2Adults_cohort_Ed_SomeCollIf_All_BlackNonH"
"60","RaisedWith2Adults","cohort2","Ed_SomeCollIf","All","BlackNonH",0.00016055617937454,8.18593990437626e-05,0.99902050868823,1.11757248764846e-07,0.000321000601500314,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_All_BlackNonH"
"61","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","All","BlackNonH",-0.117305240523898,0.254691555296621,0.99902050868823,-0.616500688905275,0.38189020785748,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_All_BlackNonH"
"62","RaisedWith2Adults","one","Ed_SomeCollIf","All","Hisp",316.059937123455,311.938098674212,0.998935370438251,-295.338736278001,927.45861052491,"RaisedWith2Adults_one_Ed_SomeCollIf_All_Hisp"
"63","RaisedWith2Adults","cohort","Ed_SomeCollIf","All","Hisp",-0.320812736787205,0.315689534275279,0.998935370438251,-0.939564223966751,0.297938750392341,"RaisedWith2Adults_cohort_Ed_SomeCollIf_All_Hisp"
"64","RaisedWith2Adults","cohort2","Ed_SomeCollIf","All","Hisp",8.15056670707054e-05,7.99098726374417e-05,0.998935370438251,-7.51176832986804e-05,0.000238129017440091,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_All_Hisp"
"65","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","All","Hisp",0.169720181291472,0.221409901373594,0.998935370438251,-0.264243225400772,0.603683587983717,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_All_Hisp"
"66","RaisedWith2Adults","one","Ed_SomeCollIf","Male","All",716.534083426241,393.057805706159,0.999152952937206,-53.859215757831,1486.92738261031,"RaisedWith2Adults_one_Ed_SomeCollIf_Male_All"
"67","RaisedWith2Adults","cohort","Ed_SomeCollIf","Male","All",-0.725071973861137,0.396969707728019,0.999152952937206,-1.50313260100805,0.0529886532857801,"RaisedWith2Adults_cohort_Ed_SomeCollIf_Male_All"
"68","RaisedWith2Adults","cohort2","Ed_SomeCollIf","Male","All",0.000183767367179693,0.000100345619690384,0.999152952937206,-1.29100474134607e-05,0.000380444781772846,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_Male_All"
"69","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","Male","All",-0.794494210568792,0.556816497560963,0.999152952937206,-1.88585454578828,0.296866124650695,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_Male_All"
"70","RaisedWith2Adults","one","Ed_SomeCollIf","Male","WhiteNonH",393.412993616554,481.399855053157,0.998605083681988,-550.130722287633,1336.95670952074,"RaisedWith2Adults_one_Ed_SomeCollIf_Male_WhiteNonH"
"71","RaisedWith2Adults","cohort","Ed_SomeCollIf","Male","WhiteNonH",-0.398653047654556,0.486456113605026,0.998605083681988,-1.35210703032041,0.554800935011294,"RaisedWith2Adults_cohort_Ed_SomeCollIf_Male_WhiteNonH"
"72","RaisedWith2Adults","cohort2","Ed_SomeCollIf","Male","WhiteNonH",0.000101302988039315,0.000123056718313888,0.998605083681988,-0.000139888179855905,0.000342494155934534,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_Male_WhiteNonH"
"73","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","Male","WhiteNonH",-0.622933005776372,0.778839448441966,0.998605083681988,-2.14945832472263,0.903592313169881,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_Male_WhiteNonH"
"74","RaisedWith2Adults","one","Ed_SomeCollIf","Male","BlackNonH",707.069597144477,363.449704718707,0.997843910196686,-5.29182410418935,1419.43101839314,"RaisedWith2Adults_one_Ed_SomeCollIf_Male_BlackNonH"
"75","RaisedWith2Adults","cohort","Ed_SomeCollIf","Male","BlackNonH",-0.7228514345315,0.367163010047646,0.997843910196686,-1.44249093422488,-0.00321193483811444,"RaisedWith2Adults_cohort_Ed_SomeCollIf_Male_BlackNonH"
"76","RaisedWith2Adults","cohort2","Ed_SomeCollIf","Male","BlackNonH",0.000184833139964096,9.27707425822905e-05,0.997843910196686,3.00248450280696e-06,0.000366663795425386,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_Male_BlackNonH"
"77","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","Male","BlackNonH",0.228421261363123,0.271302405863978,0.997843910196686,-0.303331454130274,0.76017397685652,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_Male_BlackNonH"
"78","RaisedWith2Adults","one","Ed_SomeCollIf","Male","Hisp",660.038494139953,476.288280859776,0.996821958905334,-273.486536345208,1593.56352462511,"RaisedWith2Adults_one_Ed_SomeCollIf_Male_Hisp"
"79","RaisedWith2Adults","cohort","Ed_SomeCollIf","Male","Hisp",-0.66681773557408,0.482014953569891,0.996821958905334,-1.61156704457107,0.277931573422906,"RaisedWith2Adults_cohort_Ed_SomeCollIf_Male_Hisp"
"80","RaisedWith2Adults","cohort2","Ed_SomeCollIf","Male","Hisp",0.000168603594459182,0.000122005016379997,0.996821958905334,-7.05262376456119e-05,0.000407733426563976,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_Male_Hisp"
"81","RaisedWith2Adults","RaisedWith2Adults","Ed_SomeCollIf","Male","Hisp",-0.294431097409408,0.312418872765221,0.996821958905334,-0.906772088029242,0.317909893210425,"RaisedWith2Adults_RaisedWith2Adults_Ed_SomeCollIf_Male_Hisp"
"82","RaisedWith2Adults","one","Ed_SomeCollIf","Female","All",-163.405214605595,322.564756449745,0.999417095870866,-795.632137247095,468.821708035906,"RaisedWith2Adults_one_Ed_SomeCollIf_Female_All"
"83","RaisedWith2Adults","cohort","Ed_SomeCollIf","Female","All",0.161825952902284,0.325932296546604,0.999417095870866,-0.477001348329061,0.800653254133629,"RaisedWith2Adults_cohort_Ed_SomeCollIf_Female_All"
"84","RaisedWith2Adults","cohort2","Ed_SomeCollIf","Female","All",-3.99258008878935e-05,8.24280589918095e-05,0.999417095870866,-0.00020148479651184,0.000121633194736053,"RaisedWith2Adults_cohort2_Ed_SomeCollIf_Female_All"
